TEXTS,RESULT
"뜨겁게도약하는
대한민국소상공인을응원합니다.",0
"CHEER
UP.!
신생공의
JEJUDA
Gang Seoksu
제주다 대표
대한민국
소상공인을
응원합니다.",0
"CHEER UP!
저수의 청정 자연이 주는 건강함!
2 소중함을.
.",0
지켜 가겠습니다.,0
"제주는유네스코 3관왕에 빛나는
우리나라에서 가장 청정한 지역입니다.",0
"생물권보전지역에서 자생하는제주조릿대,
한라산 인근에서 자생하는 야생꾸지뽕과 두
감귤만을 이용하여 만들었습니다..",0
"맛있고 몸에좋은 차들이 많이 있지만
한라산의 기운을 받아자생한 제주의
야생초차는그와는확연히다른선강한 맛을 선사할 것입니다.",0
"제주의 청정자연아주눈 건강함!
그것만을 담았습니다.",0
제주다!,0
맑은 제주의 물과 바람이 키있습니다.,0
"청정 제주 자연이 드리는 선물
맑은 제주의 물과 바람이 키웠습니다.",0
"꾸지뽕차
Nativemulberry leaftea
제주 곶지왈에서식하는 야생 꾸지뽕잎 입니다.",0
재배 꾸지뽕잎에 비해 귀한재료 입니다.,0
"재료의 맛과 항을
체대로 살려주는
친한경 삼각티백.
제주다가 드리는
착한 선물입니다.",0
"꾸지뽕차(제주신산 1g
제주초
ohel 께주다!",0
"식품의 유형 : 침출차
내용량 : 15g (1g X15티백)
제품명 : 꾸지뽕차
원재료명 및 함량 : 야생 꾸지잎100% (국산)
제조원 : 영농조합법인 제주다 / 제주특별자치도 제주시 애월읍 납읍남로 65
보관상중의사항 : 항상 건조하고 서늘한 곳에 보관 하셔야 맛과 향이 유지됩니다.",1
"음용방법 : 150~200ml의 물에 티백1개를 넣고 2~3분동안 우립니다.
가볍게 흔들어 주시면 좀더 진하게 우릴 수 있습니다.",0
1~2회 더 우려 드실 수 있습니다.,0
이렇게 드시면 더 맛있어요!,0
"How to eat
150ml
1. 티백 한개를 찻잔에 넣고 100ml~ 150ml의 뜨거운 물을부어주세요.",0
"HOT
2.2~3분 정도우려낸 후 즐기세요.",0
1. 티백 한개를 찻잔에 넣고 20ml의 뜨거운 물을부어 2~3분 정도 우려냅니다.,0
2차물 60ml~80ml 부은 후 즐기세요.,0
"COLD
야생에서온초록을 마시다
제주다가청정자연에서 직접채취하고
전통가마솥방식으로 덮고
두번의 숙성을거쳐 정성으로
만들어낸수제차입니다.",0
"제주가기르고정직한사람들이 닦은수제차
Natural Product
JEJUDA
영농조합법인
,제 주 다
제주다",0
"아프리칸(와일드)망고종자추출 분말 (African Mango Seed Extract Powder)
기타가공품(살균제품)
제품명
내용량
식품의 유형
100g/300g
Nutraceuticals International Group, LLC
제조원
원산지
미국
아이비티(주) 경기도군포시 고산로 166, 103동 910호(당정동,SK벤티움)
(주자연지애 (경기도 성남시 중원구 둔촌대로 484, 시콕스타워 B103호)
별도표기일까지(년,월,일)
아프리카 망고 종자 100%
1일 3회 섭취, 1회 섭취시 0.5~1g을 물과 함께드십시오.",1
기호에 따라 요거트나 우유에 타서 드시면 더욱 맛있게 즐기실 수 있습니다.,0
"특이체질, 알레르기 체질의 경우 성분을 확인후섭취하십시오.",0
내용물과 함께 들어있는 실리카겔(습기제거제)은 먹지 마십시오.,0
고온다,0
습한 곳이나 직사광선을 피하여 서늘한 곳에 보관하십시오.,0
제품 개봉 후에는 가급적빠른 시일 내에 섭취하시고 마개를 꼭 닫아서 보관하십시오.,0
"분말에 함유된성분으로 인하여 제품이 굳어질 수 있으나 제품이 변질된 것이 아니오니
안심하고 섭취하셔도됩니다.",0
영·유아의 손이 닿지 않는 곳에 보관하십시오.,0
1522-2705 (통화량이 많아 지연시 카카오톡 @자연지애 친구추가후질의 해주십시오.),0
"판매원 및 구입처 (본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거
교환또는 보상 받으실 수 있습니다.)",0
"수입원
소분·판매원
용기(포장)재질
용기 PET, 리드 PET, 뚜껑 PP
유통기한
원재료명 및 함량
섭취량 및 섭취방법
섭취시 주의사항
보관상주의사항
소비자 상담실
반품 및 교환
부정 불량식품신고
국번없이 1399",0
"samlip
PREMIUM
초코블랑
쿠키 모양 안에 촉촉한 브라우니와초코칩이 들어 있어
입안가득풍부한 초코맛을 느낄수 있는고급 디저트
유통기한 : 제조일 기준 30일
samlip
No.1
PREMIUM
| 초코블랑
CHOCO BROWNIE
)4 u에 코집이 들어 있어
인안가족부한 초코g을 느낄 수 있는,
클카모양의 손라득니 제품입니다.",0
"14g64kcal
코코아분말 446 % 다크컴파운드십시준소콜릿 223%
초코블랑 30개입 420g
CHOCO BROWNIE
PREMIUM
초코블랑
samlip
ugX30
149X30
CHOCO BROWNIE
CHOCO BROWNIE
1박스 안에 초코블랑 30개가들어있습니다.",0
"빵류
일스명 및 소포지 호년시공주장역시 광부구 하산다면로R중동명)
유통전문전예원 (스피시상립정]도시흥시공대로 M151
원물령 밀가루(밀미국산캐나다산,밀미국 총내용량 명 5g 5% 124 8%
샌] 설탕, 마가린/인도세시아산식물성유지 정제소
금유화제합성행로0-토코바롤혼합형 가공버테말 HKCal
레이시아산무수유지방식물성유지탈지분유 정제소 주의사방
금래시틴, 전란역, 코코이분말네덜란드댄 기타설
탕 물었 마 소세물적 다크컴파운드칩시상가포르
산준초콜릿, 혼합계제산성피로인산나트룸 전분 탄산
수소나트륨제일인산갈슘탄산갈슘, 정제소금 합성형로
알레르기표시 : 밀, 대두, 우유, 계란 함유
유통가한
식품유형
1일880분
영양성보 총4명당 7조에
88 7준에 대한비을
LE 35mm 2% 재장 27g 5%
탄화물 99 3%| 트탄스장 09g
OT
14 9
EA를 5 mg 2% 만질 0.9g 2%
이재품은 미밀 땅콩 게 사우, 모지고기 복상하
퇴토 호두 닭고기 쇠기 오장사 조미류굴을
시용현재품과 같은 제조사설에서생산하였습니다",1
"MA
이브 제프이 거0 비HO
ET 시어디ㅜ디L OT
당류동이오본에
일부제품의
굶과정에서 발생한 것입니다.",0
"개통후에는 이물이훈혼입될 수 있으니 님은
제품은밀봉하시고 산선함을 유지하기 위체
냉동보관후, 유통기한 내에 드시기버랍니다.",0
"본 재품은소미자기본법시 따른 소미자분정
히결기준에 따 보상받으실 수 있습니다.",0
"2OL KBRS
ELL28,22
EHE T MDL
별도표기일까지
보관방법
00-LT T
직사광전을 피하여 사들한 곳에 보관
제동권장소 유통전문판매원 및 구입처
포켓제질
비닐류
MYY
TTO
OTHER 부정·불량식품 신고는 국번없이 139
폴리프로필렌
품목보고변호 19910227021-846
TO 2
소비자상담실 081-739-8572(수신자부담)
www.spcsamlip.co.kr
홈페이지
DN",0
"(주)롯데칠성음료
WATERCAFE
에비앙 500mlX24
evian evian evian
에비앙
에비앙
에비앙
FROM THE FRENCH ALPS
천연광천수
수원지 : 프랑스 에비앙
500 mL
수원지 프랑스 에비앙
수원지 : 프랑스 에비앙
500 mL
500 mL
*라벨이미지는변경될 수 있습니다.",0
"자연 그대로의 균형
에비앙 미네랄 워터는 프랑스 알프스 산맥의 눈과 비가 3만년에 걸쳐 형성된 원시 빙하퇴적층의
자연적인 필터를통해 15년 간의 정화과정을통해만들어졌습니다.",0
"에비앙자연적인 미네랄 워터는균형 잡힌 알프스 고유의 미네랄을품고 있으며 낮은 나트륨 함량과
높은 칼슘 함량의균형 잡힌 미네랄성분은 엄마와 아기들에게 좋습니다.",0
"깨끗하고 안전한물
3만년 전, 빙하에 의해 만들어진 지층은 자연적인 정화 필터가 되었습니다.",0
"인간의 손이 닿지 않고
오염되지 않은 이 자연 필터는 완벽합니다.",0
"또한에비앙 미네랄 워터가 샘에서부터 여러분의 손에
도착하기 까지 200여가지 이상의 샘플 검사를 통해 일관된품질을 유지하기 위해노력하고 있습니다.",0
"제품정보
상품번호
W0212
에비앙 500ml
식품 위생법에 따른표시사항
식품의유형
먹는샘물
다농(프랑스): 수입원(주)롯데칠성음료
제조일로부터 24개월/ 유통기한잔여일이 최소 6개월이상남은 제품발송
상시 입출고상품으로 항상최신 입고상품으로 발송하고있습니다.",0
"500ml / 박스당(24개)
해당사항없음
해당사항없음
식품위생법에 따른수입신고를 필함
판매처 상담전화: 070-7719-4000
먹는샘물 100%(프랑스)
라벨사진확인
생산자 및 소재지
유통기한&품질유지기한
포장단위별용량(중량),수량
유전자재조합식품 여부
영유아식 또는 체중조절식품
수입식품 여부
evian
소비자 상담 관련 전화번호
원재료명 및 함량
영양성분표시대상여부
에비앙
500 mL
8 재품경: 어비앙 천연광천수 (evan nutura minera waer). 품목명: 먹는샘물·제조일자 : 용기 상단 또는 주경조기· 우통기한: 제조일로부터
20가월 ·용량 :500 mlL 원수원: 지하수(빙하퇴적총에서 취수)·수원지 : 프랑스 에비앙·수입잔매원: 롯데칠성윤료뛰(02-3479-9114
서울특별시 서초구 서초대로 70길 15수일판매업동특번호 서울 제54호 용기지질폴리어틸전터레프탈레이트 보관상 주의사항:
즉사공선을 피하여 서울한 곳에 없지 않도록 보는하시고 개봉 후에는 반드시 냉장 보관하시고 빨리드시기 바랍니다",0
"용기가 변형 평항.
손상되었거나 나용물이 변질되었을 경우 음용하지 마십시오 본제품은 소비자 분장배결기준(공정웨 교시에 의거 교환 또는 보상받을 수
있습니다. .",0
"및 교환 롯대일성용료 소비자상담림 (수신자부달 (680-730:1472) 일 구입. 환경 속에 사는 우리 보접하고 보호받자
에비앙은 천연장천수로 끓이거나 얼리는 동의 급격한 온도
변화시 흰 침전물이 생길 수 있으나 제품에는 이상이 없습니다.",0
"Source Cachat, S.A.E.M.E, 74500 Evian-France
무기물질(미네랄)함량 (mg/L) : 칼슘 (Ca++) 54.0-87.0
마그네슘 (Mg•+) 20.3-26.4 나트륨(Na+) 4.4-15.6
칼 (K+) 1,0~1.3 불소 (F-J0-0.1 . www.lottechisung.co.kr",0
"하이트진로음료
국내 판매 1위 칵테일 믹서
토닉
워터
진로믹서
토닉
워터
토닉
워터
진로믹서
TONIC WATER
TONIC WATER
TONIC WATER
레몬라임향의 싱그럽고 상쾌한 맛!
레몬라임 계열 특유의 향과 적당량의 탄산으로 상쾌함이 뛰어납니다.",0
"eyar
칵테일과의 환상적인 조화!
특히 진(Gin), 보드카 등과 잘 조화되도록 제조되었습니다.",0
편의성 높은 패키지!,0
"PET 용기로 제작되어 사용이 편리하고, 개봉 후 재사용 및 보관이 용이합니다.",0
한번에 적정량을 소비할 수 있는 250ml CAN 제품도 나와있습니다.,0
"무색투명한 청량음료
칵테일과의 환상적인 조화
토닉워터 (Tonic Water)
300mlx 24pet
무색 투명한 청량음료로, 알코올 음료와 혼합 이용 믹서류,
특히 Gin과 혼합하면 최적화된 맛을 이루어 칵테일에 널리 이용~
보드카, 소주 등의 알코올은 물론
과일 및 음료베이스와도 환상적인 조화!
레몬 라임향의 싱그럽고 상쾌한 맛~
각테일과의 환상적인 조화!
편의성 높은 패키지~
진로믹서
진로믹서
진로믹서
토닉
워터
토닉
워터
토닉
워터
TONIC WATER
TONIC WATER
TONIC WATER
진로믹서 토닉워터(Tonic Water)
제품명: 진로믹서 토닉워터(Tonic water)
식품의 유형: 탄산음료
제품용량: 300mL
원재료 및 함량: 정제수, 액상과당, 백설탕, 탄산가스, 구연산,
합성착향료(메론향, 레몬버터향), 구연산삼나트륨
제조원: (주)상일 경남 거창군 웅양면 웅양로 1215-30
판매원: 하이트진로음료(주)경기도 용인시 기흥구 동백죽전대로291
유통기한: 제품표기일까지
보관방법: 용기가 파열될 수 있으니 충격을
마시고, 용기가 변형,팽창,손상 되었거나 내용물이 변질되었을 경우
드시지 마십시오.",1
"진로믹서
토닉
워터
·고온 및 냉동보관하지
영양성분
총 내용량 300ml (128Kca))
1회 제공량당 함량: 열량 128kcal, 나트륨 5mg 0%,탄수화물 31 g(31 %),지방 0.5g (1%),
트랜스지방 0g, 포화지방 Og 0%,콜레스테롤 Omg(0%), 단백질 0g(0%)
( )안의 수치는 1일 영양성분 기준치에 대한 비율임
E 스구세 합방료관문 13 구 니트록제조져주상실 개장구 영 있로 06-0 P5원 원 하이트신로음료주터
BD7동복주인니로 1 명5 장장 또상단파지 품회 3202202· 품 국0이 10-0개품은 우위대EEE 동물 사용
은조시상사 조고습니다",0
"동가나볼수)이 총장을주니나 고 및명동 또 메고E 실 대을 무ENDH오-직장을 폐
곳보포해고자동 휘는 빨리드끼타밀입니다.",0
"본저품은 공장과대원원 고시 소대가 받생해가준에 의거 고
총내용량 300mL 128Kcall
|영양정보
E
E을은200G72)프로개인의필Q 명께 다라다를 수습대
880 100 1""236076
TWY
토닉워터 레시피 제안
진로믹서를 활용해 다양한 음료를 즐기실 수 있습니다.
알코를 제품과 함께 최적의 맛을!
보드카 + 토닉워터
토니
얼음잔 준비 보드카:토닉워터 3D1:2 비율로 믹스 레몬 슬라이스를 더해 완성!
화이트와인 + 토닉워터
와인잔 준비 화이트와인 : 토닉워터 = 1:1 비율로 믹스 각종 베리류를 띄워 완성 !
소토닉(소주+토닉워터)
위터
맥주잔 준비 참이슬 : 토닉워터 3 1:2비율로 믹스 시원한 얼음을 띄워 완성!
과일음료 를 보다 상쾌하게!
과실초에이드
위터
얼음잔 준비 과실초:토닉워터 3D 1:2 비율로 믹스 상큼한 과실초에이드 완성 !
1로믹
토닉
워터
토느
위터
생과일에이드(오렌지.레몬,딸기)
믹서기에 생과일과 토닉워터를 넣고 갈아서, 얼음잔에 담으면 완성!
쉬터
※위 레시피 속 토닉워터의 양은 기호에 따라 조절하시면 되며, 카린스로 대체 가능합니다.",0
"CREFOOD
201 Gunpo IT Vally 1045, Dangjeong-dong,
TEL: (031)395-4464
FAX: (031)396-4464
Gunpo-si, Gyeonggi-do, Korea
E-mail bayaca@naver.com
귀중
(주)트루라이프
제품 시 험 성 적 서
출고일 : 2019년 1월 11 일
단호박크런치바
크레 19-0111-3
제 품 명
발행 No.
2018년 12월 27일
수량(봉)
1,390
제 조일 자
오정미국
시험 일 자
담당자
2018년 12월 27일
장 보 영
확 인
크레푸드 품질관리실
시 험 장 소
규격 및 결과
고
비
과
결
격
규
항
목
|곡류,견과류 등 구운 형태
적합
성
상
없음
없음
01
육안검사
이미,이취가 없어야 함
적합
관 능 검 사
적합
표 시 사 항
포장 상 태
적합
적합
종 합
판 정
※ 표기사항내역 : 식품의 유형,제품명,제조일,원재료 및 함량,중량,사용기준,보관상주의
결 재
KU
Oku",0
": 정제소금국산,
름명 10년 전통 문역에 교추장 ·연로령 및 방 고춧가루223 있국산, 찹쌀20,4 %국산,
옛기림걸보리국산, 메주가루(대두국산 쌀국산.
프트레이트F티, 무장 골리프로필렌) ·4용량:50g 보관방법 : 서늘하고 건조한 곳에 보관하시고, 개봉 후냉장보관하시는 페트
것이 좋습니다.",1
"·반품 및 교환장소 : 판매원 및 구입처 · 고객상담실 : *080-09-019수신자요금부담 ·본 재품은 소비자 분쟁하결 기준에 의거 TR
교환 또는 보상을 벌을 수 있습니다. .",0
"부정·불량식품 신고는 국번없이 139
제조원 순행문옥계식품 전북 순창군 ·제조일:
순창읍 민속마을길 56-9· 유통전문
판매완다상주) 사울특별시 동대문구 유통기한 :
천호대로 26
정제수,
, 재라간장 주정·포장제질 내면 : 용기리드자플리에탈련터회",0
"1968
SANCE
동
큼직하고 쫄깃한
M철 벌게 올왕꼬막
간편하게~
하나!",0
"간편한 제철 별미
둘! 여수 여자만, 100% 국내산
착한 소비로 어민사랑
벌교
전남
여자만
여수
1965
SINCE
NEW
신제품
195
SINLE
큼직하고 쫄깃한
왕꼬막 문작
큼직하고 쫄깃한
을왕꼬막지
골뱅의
감이 없수일
'식품안전관리인증
oT
HACCP
큼직하고 쫄깃한
출왕꼬막 용땅
1965
SINCE
동
큼직하고 쫄깃한
혼왕꼬막!
국내산교화
280g(154Kca
피꼬막 42.86%
조리예
큼직하고 쫄깃한
동
왕꼬막%
들왕꼬막
콜뱅인 골뱅의 0
바다 내응.
가득한
%
국내산꼬막
국내산과
학1% 골뱅이 1704%
조리예
280 g040 kca)
피꼬막 25.71 9%, 골뱅이 T74%
유동 순살왕꼬막은!
13. 언제 어디서나 간편하게!
2.집에서 먹던 맛 그대로!
1.국내산 여수 여자만 꼬막
-Since 1965 & 1등 골뱅이
업체 '유동' 에서 만들어
우수한 맛과 품질
-패류독소0%발생 청정지역
-2천 여수어민과 상생
-오랜시간 해감할 필요X,
어렵게 손질할 필요 X
바로먹는 간편한 꼬막
1. 숙취해소
2. 빈혈에 효과
3. 성장발육
4. 혈관질환예방
5. 면역력 강화
참꼬막
새꼬막
피꼬막
|4.큼직해서 더 맛있는 왕꼬막
6.함께먹는 꼬막&골뱅이
5.몸에도 좋은 꼬막
-꼬막 중 가장 크고, 쫄깃한
피꼬막만 엄선해 만들었습니다
쫄깃한 골뱅이와
담백한 꼬막 콜라보~
투인원 소비자 트랜드 반영
-꼬막에는 몸에 좋은 타우린,
베타인, 철분 등의 성분이
많아 건강에 도움을 줍니다.
상품고시
1965
TT
큼직하고 쫄깃한
을왕꼬막시
골뱅의
은왕고꼬막
100
국내한과
국내산과
주a1병 골뱅이 W4%%
국450%%
280g(고형량 120g)
함량 : 꼬막 25.71%+골뱅이 17.14%
280g(고형량 120g)
함량 : 꼬막 42.86%
유동 순살 왕꼬막&골뱅이
유동 순살 왕꼬막
제품명
내용량
280g / 고형량 120g
280g / 고형량 120g
피꼬막(국내산)25.71 %, 골뱅이(외국산:영국산,아일랜드산,노르웨이산)
17.14 %, 정제수, 혼합간장[탈지대두 (외국산: 인도산, 미국산, 중국산
등), 천일염(호주산), 액상과당, 주정, 소맥(미국산)]. 백설탕, 정제소금
(국내산), 글리신, L-글루타민산나트륨 (향미증진제), 구연산, 미림
위 또는 아래표시일까지
(제조일로부터 3년)
수산물가공품(멸균제품)
피꼬막(국내산)42.86 %, 정제수,혼합간장[탈지대두(외국산:
인도산, 미국산, 중국산 등), 천일염(호주산), 액상과당, 주정,
소맥(미국산)1 백설탕, 정제소금(국내산), 글리신. L-글루
타민 산나트륨(향미증진제), 구연산, 미림
주요 재료 및 함량
위 또는 아래표시일까지
(제조일로부터 3년)
유통기한
수산물가공품(멸균제품)
식품유형
보관방법
습기가 차지 않는 곳에 상온보관
습기가 차지 않는 곳에 상온보관
누구나 골뱅이처럼 간편하게 먹을 수 있는
1000, 국산 유동 순살왕꼬막 레시피
'꼬막 초무화
꼬막+초고추장
양념간장꼬악
생생 레시피
Recipe 1
꼬막 + 초고추장
재료: 유동 순살왕꼬막 280g 1캔 / 초고추장
시판 초고추장을 사용하거나 고추장+식초+설탕 or 매실액 등으로 초고추장을 만들어
바로 찍어 먹어도 맛있어요~",1
"Recipe 2
양념 간장 꼬막
재료: 유동 순살왕꼬막 280g 1캔, 간장, 고춧가루, 물엿, 설탕, 다진마늘, 다진파,
참기름,통깨
1. 양념장 만들기 : 간장2큰술, 고춧가루1 작은술, 물엿1작은술, 설탕1작은술, 다진마늘
1작은술, 다진파 1작은술, 참기름과 통깨 약간을 넣어 양념장을 만듭니다.",0
2. 유동 순살 왕꼬막을 접시에 넣고 양념장을 얹어서 드세요~,0
"Recipe 3
꼬막 초무침
재료: 유동 순살 왕꼬막 1캔, 갖은 채소, 양념장(고추장 2큰술, 고춧가루 1큰술, 식초 4큰술,
물엿 1 큰술, 설탕 1큰술, 다진마늘 1큰술, 참기름과 통깨 약간)
1. 양념장 만들기 : 고추장 2큰술, 고춧가루 1큰술, 식초 4큰술, 물엿 1큰술, 다진마늘
1작은술, 참기름과 통깨 약간을 넣어 양념장을 만듭니다.",0
"2. 유동 순살 왕꼬막과 갖은채소, 양념장을 섞어 버무려서 드세요~",0
더 많은 레시피는 유동 홈페이지를 참조하세요.,0
"www.yoodong.co.kr
통조림의 특성
통조림은 SLOW F0OD입니다.",0
통조림은 편리합니다.,0
"통조림 식품은 제조 후 3~6개월이 지나야제
맛을 내기 시작합니다.",0
"통조림은 바로 먹거나, 기호에 따라 약간의
조리를 하여 즐길 수 있습니다.",0
"통조림은 어느 장소에서나 손쉽게 즐길 수
있습니다.",0
통조림은 경제적인 식품입니다.,0
통조림은 안전합니다.,0
"통조림은 제철에 대량 생산되는 농 수산물을
활용하기 때문에 좋은 식품을 저렴하게 장기
보관하여 먹을 수 있는 식품 입니다.",0
"통조림은 금속 용기로 완전 밀봉되어 있어
외부의 충격이나 온도 변화 등에 의한 위험성이
낮습니다.",0
"통조림 캔 따는 법
주의!!! 개봉시 캔 절단부분에 손이 닿지 않도록 주의 하십시오.",0
"※ 캔고리가 떨어진 경우 강제로 따면 손을 다칠 수 있으니
따지마시고 구입 장소 또는 고객 만족실로 연락주시면 교환해
드립니다.",0
① 고리를 세워 젖히세요.,0
"② 엄지를 뚜껑에 대고
천천히 당기세요.",0
"LHO
LHO
야F
LHO
OF
야 m
동동동
OF
LHO
LHO
OF MO
야 0
OF",0
"제품 상세 이미지
SOLGAR
Since
1947
Ester-C PLUS
1000 mg VITAMIN C
솔가 에스터-C® 비타민 1000
건강기능식품
PARVE
171g(90정) 90 TABLETS
코셔 인증 번호 %#3K-1250
SUITABLE FOR VEGETARIANS
GLUTEN, WHEAT AND DAIRY FREE
Ester-CPLIS
1000 MG VITAMINC
솔가""에스터-C' 비타민 1000
CELL PROTECTION
건강기능식품 171g (90정)
. 인료령 및 함량 : 이스코르빈산감슘, 해스터리단 김장철률로오
이산화규소(고결방지제, 스테아린산, 카르복시메틸솥 꽃르오스 니E
루틴, 제이인산갈슘, 아세로래열데, 로즈힙열매), 히드로시트
로필실물로오스, 분말설룰로오스, 스테야란산마그녀슘, 글리서틴
·섭취량 및 섭취방법 : 식사 중간 혹은 식사 직후
1일 1회 1정을 물과 함께 섭취
영양 : 기능정보
결합조직 형성과 기능유지에 필요 철의 흡수에 필요,
유해산소로부터 세포 보호하는데 필요
1회 분량(1정:1902mg)
총90회 분량
%영양소기준치
1회분량 당
함량
|유통기한 : 용기상단에 별도표시
IC | 열량
La |칼슘
Okcal
예A: BP03/2020,2020년 03월0일까지
14%| .보관방법 : 직사광선 및 습기를 피하고 건냉한 곳에 보관
· 포장재질 : 유리병
14% | ·보영법)
100mg
1000% | 1본제문
받을 수있
비타민 C
1000mg
솔가 비타민 올바른 섭취 및 보관방법
병에 손을 집어넣지
마세요!
개봉 후 솜은
그늘지고 서늘한 곳에
보관하세요!
뚜껑에 한 알씩
옮겨서 섭취하세요!
제거해주세요!
솔가 비타민 유통기한 확인은 이렇게!
유통기한 표시의 위치는?
솔가 제품의 유통기한은 용기 상단
흰색 글씨로 표시되어 있습니다.
LOT 764090-04
EX/2016
유통기한 해석은 이렇게!
SOLGAR
10/2016으로 표시가 되어 있다면,
2016년 10월 1일까지로 해석해
주시면 됩니다.
Since
기1947
SOLGAR®",1
"05
깐깐한 짱죽
HACCP 기준에 의해 체계적으로 관리합니다.",0
"추석회색 짱축
www.jangjuk.co.kr
HACCP 인증
HACCP이란 원료의 입고 생산, 유통에 이르기까지 모든단계에서 위해요",0
"소를 사전에 차단하는
관리 시스템으로 안전하고 믿을 수 있는 식품에만 식약처에서 마크를 부여합니다.",0
"안전관리인증
HACCP
식품의약품안전처
원료 검수
식재료 검수기록
비접촉 온도계 측정
식재료
세심한 검수를 통해 좋은 원료만을 사용하고 있습니다.",0
"짱죽에서 사용되는 식재료는 신선도, 품질, 수량, 유통기한 배송상태 및 온도를 담당 검수자의
세심한 검수를 통해 체크되며 기준에 미치지 못할 경우 즉시 반품 처리됩니다.",0
"품질 관리
연구원 기록
분석 및 연구
카운트
배양
짱죽은 자체적인 품질관리와 더불어 공인인증기관과 함께 자가 품질검사를 시행하고 있습니다.",0
"주요 공정, 완제품 및 원료는 미생물 검사를 실시하고 있으며 제품에 사용되는 원재료는
성적서가 제시.부착된 것만을 사용하고 있습니다.",0
"FARCHIONI
PAL 17
TARCHIONI
냉압착하여 만든
엑스트라버진 유기농올리브유
#냉압착 %23비정제
WA
Made in ITALY
FARCHIONI
DAL 1780
FARCHIONI
Togico
EXVERGIN
230년 동안 이태리인들이 사랑해 온프리미엄 오일 브랜드
지중해에서 온신선하고 건강한 올리브 오일
Qualita Nella Tradizióne dal 1780
1Litro e
#100%냉압착
#3비정제 %23오일풀링 #올레인산 %#3폴리페놀
한해 첫 수확한 올리브 열매를 엄선하여 압착
불포화 지방산인 올레인산이 함유된 식품
올리브 열매를 100% 냉압착
신선한 풀향기를 자랑하는 맛있는 오일
#따자마자 압착!
올리브 수확 후 24시간내에 냉압착하여 유럽연합 기준보다 낮은 산도를 유지
올리브 열매는 재배, 수확 후 파르키오니만의 특별한 올리브 선별기술과
오일 블렌딩 기술을 통해 엄격한 과정을 거쳐 생산됩니다.",0
"수확 후 24시간내에 냉압착하여 유럽연합 기준보다 낮은 산도를 유지하며,
영국과 프랑스를 포함한 유럽 국가와 미국, 일본, 멕시코 등
전 세계 40여개국으로 수출되고 있는 믿고 먹을 수 있는 올리브오일입니다.",0
"#신선한 #맛과 향
파르키오니 오일은 신선한 풀밭에서 나는풀 향기와
고소한 올리브 열매의 맛이 함께 어우러지며,
끝 맛에서 톡톡 자극하는 약간의 매운맛이 느껴지는
자연의 맛이 가득한 올리브오일 입니다.",0
"TAHCHICNI
OANGAHNA
TARCHICN
FARCHIONI
DAL 1780
FARCHIONI
Togico
EXTRA
VIRGIN
OLIVE
OIL
OLIO
EXTRA VERGINE
DI OLIVA
17Mlo(elflo)
500 mle
1Litro e
#이태리 국민 올리브유
이탈리아 어디에서나 만나 볼 수 있는 파르키오니 오일
FARCHIONI
Buchan
Carrefour
QUALITA NELLA TRADIZIONE
DAL 1780
amile
EXTRA
VIRGIN
OLIVE
OIL
CONAD
17flopelflo)
500 mle
#3230년 전통 2340여개국 수출
Pampea trchione
파르키오니는 1780년부터 시작되어 현재까지 약 230년의 역사를 가진
믿고 먹을 수 있는 올리브 오일 전문 제조사입니다.",0
"유럽국가와 미국, 일본, 멕시코 등 전 세계 40여개국으로 수출되고 있으며
지중해 지역의 신선한 품질의 올리브만을 선별하여 제조된 올리브 오일입니다.",0
